clocks, time, loop_order
1343496, 0.000611, 1
946, 0.000001, 2
938, 0.000000, 3
930, 0.000001, 4
950, 0.000001, 5
946, 0.000001, 6
928, 0.000000, 1
896, 0.000000, 2
896, 0.000000, 3
880, 0.000000, 4
884, 0.000000, 5
902, 0.000000, 6
894, 0.000000, 1
884, 0.000000, 2
886, 0.000000, 3
880, 0.000000, 4
882, 0.000000, 5
908, 0.000001, 6
896, 0.000001, 1
880, 0.000000, 2
888, 0.000000, 3
876, 0.000000, 4
872, 0.000000, 5
910, 0.000000, 6
896, 0.000000, 1
880, 0.000000, 2
890, 0.000000, 3
880, 0.000000, 4
880, 0.000000, 5
906, 0.000000, 6
888, 0.000000, 1
882, 0.000000, 2
898, 0.000000, 3
880, 0.000000, 4
878, 0.000000, 5
902, 0.000000, 6
886, 0.000000, 1
878, 0.000001, 2
896, 0.000001, 3
878, 0.000000, 4
878, 0.000000, 5
888, 0.000000, 6
896, 0.000000, 1
878, 0.000000, 2
886, 0.000000, 3
880, 0.000000, 4
878, 0.000000, 5
900, 0.000000, 6
886, 0.000000, 1
880, 0.000000, 2
896, 0.000000, 3
880, 0.000000, 4
878, 0.000000, 5
904, 0.000000, 6
896, 0.000000, 1
880, 0.000000, 2
886, 0.000000, 3
876, 0.000000, 4
880, 0.000000, 5
916, 0.000000, 6
898, 0.000000, 1
878, 0.000000, 2
894, 0.000000, 3
880, 0.000000, 4
876, 0.000000, 5
912, 0.000001, 6
894, 0.000001, 1
894, 0.000000, 2
888, 0.000000, 3
880, 0.000000, 4
878, 0.000000, 5
902, 0.000000, 6
898, 0.000000, 1
880, 0.000000, 2
886, 0.000000, 3
876, 0.000000, 4
880, 0.000000, 5
902, 0.000000, 6
898, 0.000000, 1
882, 0.000000, 2
894, 0.000000, 3
878, 0.000000, 4
878, 0.000000, 5
900, 0.000000, 6
896, 0.000001, 1
878, 0.000001, 2
892, 0.000000, 3
880, 0.000000, 4
870, 0.000000, 5
908, 0.000000, 6
896, 0.000000, 1
878, 0.000000, 2
896, 0.000000, 3
882, 0.000000, 4
882, 0.000000, 5
906, 0.000000, 6
894, 0.000000, 1
878, 0.000000, 2
884, 0.000000, 3
890, 0.000000, 4
876, 0.000000, 5
900, 0.000000, 6
902, 0.000000, 1
872, 0.000000, 2
894, 0.000000, 3
878, 0.000001, 4
