clocks, time
8659474, 0.002165
8662400, 0.002166
8661640, 0.002165
8662886, 0.002166
8661335, 0.002165
8661400, 0.002165
8658711, 0.002165
8664206, 0.002166
8663378, 0.002166
8657981, 0.002164
8663440, 0.002166
8658175, 0.002165
8676655, 0.002169
8656083, 0.002164
8662464, 0.002166
8686717, 0.002172
8662354, 0.002166
8661634, 0.002165
8664551, 0.002166
8658188, 0.002165
8666936, 0.002167
8660452, 0.002165
8654769, 0.002164
8657800, 0.002164
8654295, 0.002164
8740106, 0.002185
8729371, 0.002182
8656618, 0.002164
8654886, 0.002164
8704621, 0.002176
8659160, 0.002165
8663501, 0.002166
8664243, 0.002166
8662652, 0.002166
8661209, 0.002165
8660662, 0.002165
8665369, 0.002166
8659191, 0.002165
8662314, 0.002166
8658040, 0.002165
8663277, 0.002166
8657209, 0.002164
8662966, 0.002166
8660960, 0.002165
8663652, 0.002166
8660843, 0.002165
8661920, 0.002165
8665892, 0.002166
8659025, 0.002165
8664905, 0.002166
8659653, 0.002165
8663400, 0.002166
8660166, 0.002165
8662942, 0.002166
8658748, 0.002165
8664585, 0.002166
8745610, 0.002186
8657677, 0.002164
8664114, 0.002166
8658243, 0.002165
8664477, 0.002166
8658345, 0.002165
8664295, 0.002166
8658609, 0.002165
8662843, 0.002166
8660037, 0.002165
8664237, 0.002166
8660874, 0.002165
8663314, 0.002166
8665889, 0.002166
8658526, 0.002165
8672067, 0.002168
8658031, 0.002165
8664237, 0.002166
8661289, 0.002165
8663006, 0.002166
8660114, 0.002165
8661548, 0.002165
8657068, 0.002164
8663052, 0.002166
8661582, 0.002165
8657717, 0.002164
8660988, 0.002165
8657542, 0.002164
8664763, 0.002166
8659326, 0.002165
8666809, 0.002167
8658690, 0.002165
8663154, 0.002166
8659991, 0.002165
8663763, 0.002166
8658653, 0.002165
8663978, 0.002166
8662483, 0.002166
8667800, 0.002167
8663625, 0.002166
8658785, 0.002165
8663551, 0.002166
8658323, 0.002165
8666012, 0.002167
8660354, 0.002165
8662326, 0.002166
8659816, 0.002165
8664738, 0.002166
8663157, 0.002166
8658975, 0.002165
8663665, 0.002166
8660206, 0.002165
8662603, 0.002166
8660388, 0.002165
8664314, 0.002166
8658704, 0.002165
8661726, 0.002165
8658372, 0.002165
8666218, 0.002167
8658351, 0.002165
8662265, 0.002166
8662917, 0.002166
8658059, 0.002165
8663816, 0.002166
8657985, 0.002164
8666089, 0.002167
8659225, 0.002165
8660052, 0.002165
8658892, 0.002165
8664572, 0.002166
8658446, 0.002165
8662059, 0.002166
8662966, 0.002166
8659944, 0.002165
8672865, 0.002168
8657157, 0.002164
8657609, 0.002164
8657237, 0.002164
8657745, 0.002164
8655154, 0.002164
8657468, 0.002164
8655671, 0.002164
8659003, 0.002165
8654256, 0.002164
8737394, 0.002184
8657621, 0.002164
8653960, 0.002163
8658086, 0.002165
8653649, 0.002163
8658323, 0.002165
8653547, 0.002163
8660643, 0.002165
8657403, 0.002164
8664449, 0.002166
8658345, 0.002165
8661603, 0.002165
8664194, 0.002166
8663049, 0.002166
8662899, 0.002166
8659908, 0.002165
8664566, 0.002166
8657517, 0.002164
8660656, 0.002165
8661154, 0.002165
8663905, 0.002166
8659304, 0.002165
8663680, 0.002166
8657314, 0.002164
8663403, 0.002166
8661806, 0.002165
8659858, 0.002165
8663757, 0.002166
8660883, 0.002165
8662649, 0.002166
8657911, 0.002164
8663415, 0.002166
8659827, 0.002165
8663348, 0.002166
8661166, 0.002165
8662366, 0.002166
8662283, 0.002166
8659933, 0.002165
8661184, 0.002165
8659422, 0.002165
8664619, 0.002166
8659923, 0.002165
8669175, 0.002167
8658326, 0.002165
8663495, 0.002166
8660594, 0.002165
8704686, 0.002176
8659132, 0.002165
8661283, 0.002165
8671824, 0.002168
8661834, 0.002165
8663163, 0.002166
8660021, 0.002165
8663197, 0.002166
8658779, 0.002165
8664166, 0.002166
8656911, 0.002164
8665905, 0.002166
8658422, 0.002165
8666385, 0.002167
8663591, 0.002166
8661659, 0.002165
8703157, 0.002176
8659302, 0.002165
8662757, 0.002166
8660957, 0.002165
8663197, 0.002166
8662936, 0.002166
8663665, 0.002166
8657222, 0.002164
8665440, 0.002166
8658794, 0.002165
8663293, 0.002166
8668138, 0.002167
8658947, 0.002165
8661332, 0.002165
8660101, 0.002165
8660280, 0.002165
8661012, 0.002165
8662858, 0.002166
8660049, 0.002165
8662674, 0.002166
8657160, 0.002164
8662493, 0.002166
8661323, 0.002165
8664710, 0.002166
8713652, 0.002178
8664877, 0.002166
8663160, 0.002166
8658701, 0.002165
8663074, 0.002166
8660674, 0.002165
8664966, 0.002166
8659154, 0.002165
9162006, 0.002291
8816268, 0.002204
8893781, 0.002223
8973498, 0.002243
8659486, 0.002165
8754212, 0.002189
8658898, 0.002165
8663391, 0.002166
8660714, 0.002165
8661148, 0.002165
8662471, 0.002166
8662489, 0.002166
8659166, 0.002165
8663000, 0.002166
8862926, 0.002216
8671095, 0.002168
8678686, 0.002170
8671372, 0.002168
8674403, 0.002169
8671289, 0.002168
8676373, 0.002169
8672455, 0.002168
8911114, 0.002228
8673391, 0.002168
8757009, 0.002189
8756351, 0.002189
8670440, 0.002168
8759031, 0.002190
8670837, 0.002168
8752326, 0.002188
8671259, 0.002168
8939129, 0.002235
8669474, 0.002167
8758723, 0.002190
8671985, 0.002168
8755932, 0.002189
8674948, 0.002169
8671692, 0.002168
8674680, 0.002169
8669723, 0.002167
8708507, 0.002177
8670646, 0.002168
8676104, 0.002169
8672197, 0.002168
8675098, 0.002169
8670726, 0.002168
8678437, 0.002170
8676123, 0.002169
8670200, 0.002168
8675483, 0.002169
8672736, 0.002168
8677606, 0.002169
8669892, 0.002167
8675154, 0.002169
8672400, 0.002168
8676049, 0.002169
8670378, 0.002168
8677951, 0.002169
8673148, 0.002168
8670286, 0.002168
8677683, 0.002169
8671299, 0.002168
8675689, 0.002169
8670594, 0.002168
8675914, 0.002169
8671834, 0.002168
8676298, 0.002169
8671455, 0.002168
8676357, 0.002169
8671483, 0.002168
8673643, 0.002168
8678619, 0.002170
8674157, 0.002169
8683742, 0.002171
8672385, 0.002168
8676492, 0.002169
8672320, 0.002168
8674136, 0.002169
8672083, 0.002168
8674978, 0.002169
8671434, 0.002168
8673058, 0.002168
8674766, 0.002169
8672089, 0.002168
8679194, 0.002170
8671412, 0.002168
8675708, 0.002169
8670834, 0.002168
8677652, 0.002169
8672581, 0.002168
8677711, 0.002169
8671243, 0.002168
8676092, 0.002169
8672591, 0.002168
8674735, 0.002169
8678265, 0.002170
8671240, 0.002168
8674621, 0.002169
8669852, 0.002167
8675071, 0.002169
8669080, 0.002167
8764655, 0.002191
8671117, 0.002168
8712102, 0.002178
8672277, 0.002168
8680908, 0.002170
8674440, 0.002169
8671323, 0.002168
8675370, 0.002169
8672985, 0.002168
8676612, 0.002169
8669738, 0.002167
8677548, 0.002169
8671394, 0.002168
8677025, 0.002169
8670769, 0.002168
8672539, 0.002168
8671138, 0.002168
8665575, 0.002166
8670468, 0.002168
8667129, 0.002167
8669957, 0.002167
8665686, 0.002166
8711963, 0.002178
8671816, 0.002168
8757683, 0.002189
8670477, 0.002168
8673662, 0.002168
8665379, 0.002166
8670409, 0.002168
8673486, 0.002168
8667086, 0.002167
8730828, 0.002183
8671379, 0.002168
8677000, 0.002169
8671834, 0.002168
8674117, 0.002169
8669853, 0.002167
8681394, 0.002170
8670825, 0.002168
8725148, 0.002181
8761043, 0.002190
8671240, 0.002168
8677720, 0.002169
8670883, 0.002168
8674563, 0.002169
8670831, 0.002168
8675222, 0.002169
8670861, 0.002168
8687794, 0.002172
8666182, 0.002167
8671997, 0.002168
8668416, 0.002167
8666295, 0.002167
8668905, 0.002167
8665686, 0.002166
8700191, 0.002175
8671375, 0.002168
8674880, 0.002169
8670815, 0.002168
8853499, 0.002213
8670831, 0.002168
8676951, 0.002169
8671311, 0.002168
8678000, 0.002169
8675972, 0.002169
8670899, 0.002168
8676231, 0.002169
8671772, 0.002168
8684243, 0.002171
8669262, 0.002167
8675640, 0.002169
8670581, 0.002168
8674074, 0.002169
8670178, 0.002168
8675409, 0.002169
8673357, 0.002168
8666797, 0.002167
8668803, 0.002167
8666889, 0.002167
8674640, 0.002169
8671677, 0.002168
8674566, 0.002169
8670188, 0.002168
8674966, 0.002169
8671520, 0.002168
8676634, 0.002169
8670615, 0.002168
8681089, 0.002170
8675369, 0.002169
8670496, 0.002168
8717320, 0.002179
8669769, 0.002167
8673504, 0.002168
8670809, 0.002168
8678665, 0.002170
8672606, 0.002168
8676298, 0.002169
8670917, 0.002168
8675031, 0.002169
8677169, 0.002169
8671197, 0.002168
8677031, 0.002169
8672849, 0.002168
8676880, 0.002169
8671486, 0.002168
8674554, 0.002169
8672117, 0.002168
8676000, 0.002169
8671034, 0.002168
8673988, 0.002168
8675655, 0.002169
8670474, 0.002168
8676705, 0.002169
8674375, 0.002169
8674024, 0.002169
8670043, 0.002168
8676867, 0.002169
8670246, 0.002168
8676037, 0.002169
8672188, 0.002168
8674105, 0.002169
8671926, 0.002168
8676462, 0.002169
8675923, 0.002169
8670809, 0.002168
8675388, 0.002169
8669806, 0.002167
8674637, 0.002169
8669213, 0.002167
8670077, 0.002168
8666954, 0.002167
8669394, 0.002167
8666726, 0.002167
8681634, 0.002170
8675265, 0.002169
8670723, 0.002168
8674292, 0.002169
8670742, 0.002168
8673889, 0.002168
8673656, 0.002168
8676028, 0.002169
8666092, 0.002167
8670018, 0.002168
8665378, 0.002166
8675477, 0.002169
8666286, 0.002167
8670874, 0.002168
8670566, 0.002168
8666147, 0.002167
8676794, 0.002169
8665222, 0.002166
8754617, 0.002189
8739418, 0.002185
8670006, 0.002168
8667616, 0.002167
8675640, 0.002169
8672572, 0.002168
8675000, 0.002169
8674923, 0.002169
8672616, 0.002168
8689511, 0.002172
8677511, 0.002169
8674837, 0.002169
8672110, 0.002168
8676877, 0.002169
8671575, 0.002168
8674972, 0.002169
8671212, 0.002168
8675569, 0.002169
8674422, 0.002169
8672610, 0.002168
8675606, 0.002169
8671554, 0.002168
8679886, 0.002170
8671160, 0.002168
8675037, 0.002169
8672394, 0.002168
8675984, 0.002169
8669994, 0.002167
8678277, 0.002170
8671277, 0.002168
8676421, 0.002169
8674351, 0.002169
8672016, 0.002168
8676582, 0.002169
8671747, 0.002168
8680591, 0.002170
8672108, 0.002168
8675145, 0.002169
8671609, 0.002168
8676437, 0.002169
8670997, 0.002168
8674578, 0.002169
8675341, 0.002169
8670501, 0.002168
8677379, 0.002169
8671495, 0.002168
8677578, 0.002169
8671256, 0.002168
8674609, 0.002169
8670253, 0.002168
8674824, 0.002169
8671145, 0.002168
8675089, 0.002169
8670778, 0.002168
8673221, 0.002168
8674948, 0.002169
8671668, 0.002168
8682413, 0.002171
8671523, 0.002168
8676742, 0.002169
8671987, 0.002168
8677988, 0.002169
8671446, 0.002168
8676028, 0.002169
8670631, 0.002168
8678144, 0.002170
8675142, 0.002169
8667908, 0.002167
8669794, 0.002167
8666652, 0.002167
8669379, 0.002167
8664975, 0.002166
8670508, 0.002168
8665997, 0.002166
8670095, 0.002168
8665692, 0.002166
8670271, 0.002168
8666631, 0.002167
8671766, 0.002168
8672224, 0.002168
8667046, 0.002167
8669443, 0.002167
8665886, 0.002166
8671502, 0.002168
8665904, 0.002166
8669265, 0.002167
8664889, 0.002166
8669071, 0.002167
8665870, 0.002166
8673089, 0.002168
8670597, 0.002168
8666480, 0.002167
8670058, 0.002168
8666597, 0.002167
8670686, 0.002168
8664588, 0.002166
8678163, 0.002170
8672680, 0.002168
8767465, 0.002192
8671511, 0.002168
8673474, 0.002168
8674006, 0.002169
8672077, 0.002168
8677092, 0.002169
8667006, 0.002167
8672151, 0.002168
8667375, 0.002167
8670911, 0.002168
8664939, 0.002166
8669055, 0.002167
8665794, 0.002166
8672216, 0.002168
8666280, 0.002167
8669071, 0.002167
8744812, 0.002186
8665846, 0.002166
8689163, 0.002172
8671258, 0.002168
8688656, 0.002172
8669880, 0.002167
8757665, 0.002189
8671126, 0.002168
8677794, 0.002169
8673591, 0.002168
8672926, 0.002168
8670557, 0.002168
8667154, 0.002167
8670941, 0.002168
8665379, 0.002166
8669812, 0.002167
8665176, 0.002166
8669336, 0.002167
8750252, 0.002188
8670797, 0.002168
8666209, 0.002167
8672612, 0.002168
8666606, 0.002167
8670323, 0.002168
8670277, 0.002168
8743711, 0.002186
8677157, 0.002169
8671409, 0.002168
8676095, 0.002169
8672864, 0.002168
8674865, 0.002169
8671307, 0.002168
8674763, 0.002169
8665751, 0.002166
8668533, 0.002167
8668800, 0.002167
8666295, 0.002167
8669366, 0.002167
8665422, 0.002166
8670957, 0.002168
8666068, 0.002167
8700784, 0.002175
8680169, 0.002170
8675871, 0.002169
8672175, 0.002168
8677265, 0.002169
8675176, 0.002169
8671898, 0.002168
8678191, 0.002170
8671748, 0.002168
8672941, 0.002168
8671354, 0.002168
8674218, 0.002169
8672886, 0.002168
8675016, 0.002169
8672723, 0.002168
8678643, 0.002170
8672021, 0.002168
8674618, 0.002169
8675695, 0.002169
8672422, 0.002168
8683370, 0.002171
8671333, 0.002168
8676003, 0.002169
8671071, 0.002168
8676089, 0.002169
8671671, 0.002168
8672711, 0.002168
8670981, 0.002168
8674480, 0.002169
8676483, 0.002169
8671480, 0.002168
8675425, 0.002169
8670139, 0.002168
8677926, 0.002169
8672098, 0.002168
8709003, 0.002177
8671305, 0.002168
8676262, 0.002169
8670308, 0.002168
8677163, 0.002169
8671360, 0.002168
8755649, 0.002189
8674563, 0.002169
8671360, 0.002168
8673188, 0.002168
8670157, 0.002168
8813840, 0.002203
8671994, 0.002168
8675794, 0.002169
8672557, 0.002168
8674615, 0.002169
8671517, 0.002168
8676154, 0.002169
8676052, 0.002169
8672535, 0.002168
8675065, 0.002169
8672191, 0.002168
8675615, 0.002169
8671350, 0.002168
8688169, 0.002172
8670800, 0.002168
8674511, 0.002169
8671911, 0.002168
8691659, 0.002173
8674049, 0.002169
8671360, 0.002168
8675083, 0.002169
8670249, 0.002168
8756329, 0.002189
8671600, 0.002168
9014143, 0.002254
8745292, 0.002186
8759197, 0.002190
8670818, 0.002168
8675655, 0.002169
8674917, 0.002169
8671489, 0.002168
8675043, 0.002169
8671409, 0.002168
8682954, 0.002171
8671775, 0.002168
8678541, 0.002170
8671040, 0.002168
8679332, 0.002170
8671117, 0.002168
8914511, 0.002229
8670631, 0.002168
8676043, 0.002169
8675058, 0.002169
8670886, 0.002168
8673895, 0.002168
8673083, 0.002168
8676043, 0.002169
8671649, 0.002168
8673154, 0.002168
8671062, 0.002168
8673988, 0.002168
8671055, 0.002168
8673969, 0.002168
8674108, 0.002169
8672095, 0.002168
8676950, 0.002169
8670748, 0.002168
8696440, 0.002174
8672973, 0.002168
8670320, 0.002168
8664899, 0.002166
8671040, 0.002168
8666969, 0.002167
8672431, 0.002168
8670388, 0.002168
8666329, 0.002167
8716935, 0.002179
8671446, 0.002168
8760486, 0.002190
8671585, 0.002168
8679837, 0.002170
8671083, 0.002168
8691594, 0.002173
8670889, 0.002168
8677883, 0.002169
8669554, 0.002167
8675495, 0.002169
8674714, 0.002169
8670296, 0.002168
8677658, 0.002169
8671077, 0.002168
8673133, 0.002168
8672111, 0.002168
8674532, 0.002169
8671862, 0.002168
8677019, 0.002169
8671394, 0.002168
8679477, 0.002170
8673526, 0.002168
8670520, 0.002168
8676818, 0.002169
8671376, 0.002168
8684354, 0.002171
8671308, 0.002168
8675674, 0.002169
8672960, 0.002168
8675859, 0.002169
8668933, 0.002167
8674988, 0.002169
8670649, 0.002168
8674212, 0.002169
8675428, 0.002169
8670812, 0.002168
8674357, 0.002169
8671843, 0.002168
8676394, 0.002169
8672505, 0.002168
8674766, 0.002169
8670486, 0.002168
8762056, 0.002191
8670409, 0.002168
8673785, 0.002168
8679381, 0.002170
8673173, 0.002168
8674584, 0.002169
8673372, 0.002168
8676453, 0.002169
8671886, 0.002168
8677043, 0.002169
8670855, 0.002168
8674357, 0.002169
8671465, 0.002168
8674674, 0.002169
8674661, 0.002169
8671898, 0.002168
8674117, 0.002169
8671166, 0.002168
8674382, 0.002169
8670892, 0.002168
8676446, 0.002169
8671914, 0.002168
8675892, 0.002169
8669471, 0.002167
8674144, 0.002169
8670920, 0.002168
8679314, 0.002170
8674547, 0.002169
8669499, 0.002167
8753627, 0.002188
8665978, 0.002166
8797406, 0.002199
8666597, 0.002167
8748117, 0.002187
8666068, 0.002167
8832898, 0.002208
8664618, 0.002166
8759178, 0.002190
8751037, 0.002188
8666809, 0.002167
8745868, 0.002186
8667213, 0.002167
8761077, 0.002190
8665523, 0.002166
8751615, 0.002188
8666855, 0.002167
8753474, 0.002188
8667243, 0.002167
8752742, 0.002188
8746573, 0.002187
8664834, 0.002166
8757665, 0.002189
8666754, 0.002167
8752781, 0.002188
8665615, 0.002166
8752825, 0.002188
8667305, 0.002167
8671188, 0.002168
8663123, 0.002166
8671135, 0.002168
8670581, 0.002168
8666661, 0.002167
8668948, 0.002167
8666594, 0.002167
8670511, 0.002168
8666369, 0.002167
8670554, 0.002168
8665991, 0.002166
8708643, 0.002177
8670628, 0.002168
8673929, 0.002168
8670711, 0.002168
8679326, 0.002170
8674769, 0.002169
8672858, 0.002168
8675031, 0.002169
8670428, 0.002168
8676858, 0.002169
8669034, 0.002167
8669766, 0.002167
8665843, 0.002166
8672418, 0.002168
8666825, 0.002167
8669529, 0.002167
8674138, 0.002169
8666944, 0.002167
8671711, 0.002168
8670969, 0.002168
8674650, 0.002169
8671391, 0.002168
8673551, 0.002168
8671019, 0.002168
8677292, 0.002169
8669040, 0.002167
8682338, 0.002171
8675677, 0.002169
