clocks, time, loop_order
166081462, 0.041520, 1
131021877, 0.032755, 2
139974080, 0.034994, 3
160670511, 0.040168, 4
131211594, 0.032803, 5
134753972, 0.033688, 6
163425053, 0.040856, 1
131021837, 0.032755, 2
140038541, 0.035010, 3
160661655, 0.040165, 4
131061341, 0.032765, 5
134608277, 0.033652, 6
163304169, 0.040826, 1
131630656, 0.032908, 2
140106471, 0.035027, 3
160681243, 0.040170, 4
131048083, 0.032762, 5
137421357, 0.034355, 6
166252899, 0.041563, 1
131457560, 0.032864, 2
140702295, 0.035176, 3
161504477, 0.040376, 4
131841763, 0.032960, 5
135104751, 0.033776, 6
163302861, 0.040826, 1
130829289, 0.032707, 2
139970163, 0.034993, 3
160698520, 0.040175, 4
131074966, 0.032769, 5
134668711, 0.033667, 6
163274886, 0.040819, 1
130817210, 0.032704, 2
139972815, 0.034993, 3
160669040, 0.040167, 4
131057677, 0.032764, 5
135291994, 0.033823, 6
163353886, 0.040838, 1
130980323, 0.032745, 2
139972083, 0.034993, 3
160683477, 0.040171, 4
131576350, 0.032894, 5
134603532, 0.033651, 6
163733988, 0.040933, 1
131256831, 0.032814, 2
139971178, 0.034993, 3
160665591, 0.040166, 4
131049960, 0.032762, 5
134581902, 0.033645, 6
163297886, 0.040824, 1
130830640, 0.032708, 2
140109163, 0.035027, 3
160653936, 0.040163, 4
131052280, 0.032763, 5
134598582, 0.033650, 6
163320625, 0.040830, 1
130842800, 0.032711, 2
140004686, 0.035001, 3
160774434, 0.040194, 4
131044723, 0.032761, 5
134588055, 0.033647, 6
163294415, 0.040824, 1
130919018, 0.032730, 2
140522089, 0.035131, 3
160856557, 0.040214, 4
131082572, 0.032771, 5
134589730, 0.033647, 6
163340296, 0.040835, 1
130838871, 0.032710, 2
140475406, 0.035119, 3
160691185, 0.040173, 4
131074092, 0.032769, 5
134596889, 0.033649, 6
163373172, 0.040843, 1
130815089, 0.032704, 2
139995901, 0.034999, 3
161201828, 0.040300, 4
131048812, 0.032762, 5
134581092, 0.033645, 6
163346594, 0.040837, 1
130821381, 0.032705, 2
139974597, 0.034994, 3
160671363, 0.040168, 4
131076224, 0.032769, 5
134609043, 0.033652, 6
163388594, 0.040847, 1
130828459, 0.032707, 2
139984416, 0.034996, 3
160665825, 0.040166, 4
131045360, 0.032761, 5
134596283, 0.033649, 6
163397120, 0.040849, 1
131370123, 0.032843, 2
140024200, 0.035006, 3
160679603, 0.040170, 4
131045166, 0.032761, 5
134609016, 0.033652, 6
163567732, 0.040892, 1
130823009, 0.032706, 2
140180588, 0.035045, 3
160685099, 0.040171, 4
131042532, 0.032761, 5
134587904, 0.033647, 6
163375083, 0.040844, 1
131307889, 0.032827, 2
140010782, 0.035003, 3
160694194, 0.040174, 4
131140538, 0.032785, 5
134589662, 0.033647, 6
163387024, 0.040847, 1
130845806, 0.032711, 2
140031126, 0.035008, 3
160702683, 0.040176, 4
131140763, 0.032785, 5
134595539, 0.033649, 6
163400908, 0.040850, 1
130809093, 0.032702, 2
139992812, 0.034998, 3
160680040, 0.040170, 4
131068907, 0.032767, 5
