clocks, time
1374547437, 0.343637
1365822274, 0.341456
1363876083, 0.340969
1362743603, 0.340686
1363763058, 0.340941
1364689471, 0.341172
1364728351, 0.341182
1364103874, 0.341026
1363363535, 0.340841
1362680013, 0.340670
1363484326, 0.340871
1362623563, 0.340656
1362632480, 0.340658
1363070376, 0.340768
1363397686, 0.340849
1362607013, 0.340652
1364029948, 0.341007
1364209388, 0.341052
1362767206, 0.340692
1363163221, 0.340791
1363149560, 0.340787
1362704477, 0.340676
1363861210, 0.340965
1363614080, 0.340904
1362627345, 0.340657
1363056175, 0.340764
1363655216, 0.340914
1362963892, 0.340741
1363181526, 0.340795
1365210012, 0.341303
1362579158, 0.340645
1363087911, 0.340772
1362630957, 0.340658
1362997160, 0.340749
1364836428, 0.341209
1362936560, 0.340734
1362564699, 0.340641
1363837603, 0.340959
1362732464, 0.340683
1362714871, 0.340679
1363898529, 0.340975
1364165594, 0.341041
1362785422, 0.340696
1362848859, 0.340712
1363258671, 0.340815
1362597726, 0.340649
1364382889, 0.341096
1362600391, 0.340650
1362536056, 0.340634
1364286231, 0.341072
